ID,ControlGroupArea,Panel,OriginInterlocking,OriginSignal,Route,Exit,DestinationPlatform,DestinationLineName,DestinationDirectionOfMoveUpDn,Class,ARS,Notes,OverSetting,PreferredRouteOption,TipLocOriginate,RouteElectrified,OriginPlatform,TipLocDestination,TipLocIntermediate,OriginLineName,EntryDateTime,TraversalTimes
1043,CAG4,6,HE,S680,R680BM,S672,NULL,NULL,Up,M,1,NULL,1,NULL,HOVE,E,2,HOVE672,NULL,NULL,2021-02-16 11:49:33.810,20
1044,CAG4,6,HE,S681,R681AM,SLG1,2,NULL,Dn,M,1,NULL,0,NULL,HOVE,E,1,ALDTON,NULL,NULL,2021-02-16 11:49:33.810,20
1046,CAG4,6,HE,S682,R682M,S672,NULL,NULL,Up,M,1,NULL,1,NULL,HOVE,E,3,HOVE672,NULL,NULL,2021-02-16 11:49:33.810,20
1047,CAG4,6,HE,S684,R684AC,S678,1,NULL,Up,C,1,NULL,0,NULL,ALDTON,E,1,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1048,CAG4,6,HE,S684,R684AM,S678,1,NULL,Up,M,1,NULL,0,NULL,ALDTON,E,1,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1049,CAG4,6,HE,S684,R684BC,S680,2,NULL,Up,C,1,NULL,0,NULL,ALDTON,E,1,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1050,CAG4,6,HE,S684,R684BM,S680,2,NULL,Up,M,1,NULL,0,NULL,ALDTON,E,1,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1051,CAG4,6,HE,S684,R684BW,S680W,2,NULL,Up,W,1,NULL,1,NULL,ALDTON,E,1,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1052,CAG4,6,BN,S700,R700AC,SBNPLAT8,8,NULL,Up,C,1,Cat 4 - Call-on into bay platform,0,NULL,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1053,CAG4,6,BN,S700,R700AM,SBNPLAT8,8,NULL,Up,M,1,[Made ARS settable assuming TORC can be applied,0,NULL,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1055,CAG4,6,BN,S700,R700B1C,SBNPLAT7,7,NULL,Up,C,1,Cat 4 - Call-on into bay platform,0,1,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1056,CAG4,6,BN,S700,R700B1M,SBNPLAT7,7,NULL,Up,M,1,Made ARS settable assuming TORC can be applied,1,1,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1058,CAG4,6,BN,S700,R700B2C,SBNPLAT7,7,NULL,Up,C,1,Cat 4 - Call-on into bay platform Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1059,CAG4,6,BN,S700,R700B2M,SBNPLAT7,7,NULL,Up,M,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,1,2,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1062,CAG4,6,BN,S700,R700C1M,SBNPLAT6,6,NULL,Up,M,1,Made ARS settable assuming TORC can be applied,1,1,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1065,CAG4,6,BN,S700,R700C2M,SBNPLAT6,6,NULL,Up,M,1,Cat 5 - Alternative Route (see note 3 in table 1),1,2,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1068,CAG4,6,BN,S700,R700D1M,SBNPLAT5,5,NULL,Up,M,1,Made ARS settable assuming TORC can be applied,1,1,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1071,CAG4,6,BN,S700,R700D2M,SBNPLAT5,5,NULL,Up,M,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,1,2,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1074,CAG4,6,BN,S700,R700E1M,SBNPLAT4,4,NULL,Up,M,1,Made ARS settable assuming TORC can be applied,1,1,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1077,CAG4,6,BN,S700,R700E2M,SBNPLAT4,4,NULL,Up,M,1,Cat 5 - Alternative Route (see note 3 in table 1),1,2,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1080,CAG4,6,BN,S700,R700FM,S439,3,NULL,Up,M,1,Made ARS settable assuming TORC can be applied,1,NULL,BRGHLRD,E,1,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1083,CAG4,6,PP,S1242,R1242AS,S420,1,UV,Up,S,1,NULL,0,NULL,NULL,E,NULL,PRSP,NULL,CR,2021-02-16 11:49:33.810,20
1084,CAG4,6,PP,S1242,R1242BS,S422,2,UML,Up,S,1,NULL,0,NULL,NULL,E,NULL,PRSP,NULL,CR,2021-02-16 11:49:33.810,20
1085,CAG4,6,PP,S1243,R1243AS,S1257,NULL,CR,Dn,S,1,NULL,0,NULL,LOVR243,E,NULL,LOVR257,NULL,CR,2021-02-16 11:49:33.810,20
1086,CAG4,6,PP,S1243,R1243BS,S1246,NULL,NULL,Dn,S,1,Requires No 1 release on points 1829,0,NULL,LOVR243,E,NULL,LOVR246,NULL,CR,2021-02-16 11:49:33.810,20
1087,CAG4,6,PP,S1244,R1244AS,S420,1,UV,Up,S,1,"#2 New Berth 1244 to be provided, to be a dual berth with 0431",0,NULL,PRSP244,E,NULL,PRSP,NULL,DML,2021-02-16 11:49:33.810,20
1088,CAG4,6,PP,S1244,R1244BS,S422,2,UML,Up,S,1,"#2 New Berth 1244 to be provided, to be a dual berth with 0431",0,NULL,PRSP244,E,NULL,PRSP,NULL,DML,2021-02-16 11:49:33.810,20
1089,CAG4,6,PP,S1244,R1244CS,SLOS,3,DML,Up,S,1,"#2 New Berth 1244 to be provided, to be a dual berth with 0431",0,NULL,PRSP244,E,NULL,PRSP,NULL,DML,2021-02-16 11:49:33.810,20
1090,CAG4,6,PP,S1246,R1246S,S1242,NULL,CR,Up,S,1,Requires No 1 release on points 1829,0,NULL,LOVR246,E,NULL,NULL,NULL,NULL,2021-02-16 11:49:33.810,20
1091,CAG4,6,PP,S1247,R1247S,S1257,NULL,CR,Dn,S,1,Requires No 2 release on points 1830,0,NULL,LOVR247,E,NULL,LOVR257,NULL,NULL,2021-02-16 11:49:33.810,20
1092,CAG4,6,BN,S1249,R1249ASNP,S1263,NULL,NULL,Dn,SNP,1,"#2 New Berth 1249 to be provided, to be a dual berth with 0430",0,NULL,BRGH249,E,NULL,BRGHRC,NULL,NULL,2021-02-16 11:49:33.810,20
1094,CAG4,6,BN,S1249,R1249BS,S435,NULL,NULL,Dn,S,1,"#2 New Berth 1249 to be provided, to be a dual berth with 0430",0,NULL,BRGH249,E,NULL,NULL,NULL,NULL,2021-02-16 11:49:33.810,20
1095,CAG4,6,BN,S1249,R1249CS,S1261,NULL,NULL,Dn,S,1,"#2 New Berth 1249 to be provided, to be a dual berth with 0430",0,NULL,BRGH249,E,NULL,BRGH261,NULL,NULL,2021-02-16 11:49:33.810,20
1097,CAG4,6,PP,S1250,R1250BS,S1242,NULL,CR,Up,S,1,NULL,0,NULL,LOVR250,E,NULL,NULL,NULL,CR,2021-02-16 11:49:33.810,20
1098,CAG4,6,BN,S1251,R1251AS,S1253,NULL,NULL,Dn,S,1,NULL,0,NULL,BRGHTTY,E,NULL,BRGHTTY,NULL,NULL,2021-02-16 11:49:33.810,20
1099,CAG4,6,BN,S1252,R1252S,S430,NULL,UML,Up,S,1,"#2 New Berth 1252 to be provided, to be a dual berth with 0435",0,NULL,BRGH252,E,NULL,NULL,NULL,NULL,2021-02-16 11:49:33.810,20
1100,CAG4,6,BN,S1253,R1253ASNP,S1263,NULL,NULL,Dn,SNP,1,Note overlap must release before forward route can be set,0,NULL,BRGHTTY,E,NULL,BRGHRC,NULL,NULL,2021-02-16 11:49:33.810,20
1102,CAG4,6,BN,S1255,R1255AS,SBNPLAT8,8,NULL,Dn,S,1,NULL,0,NULL,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1103,CAG4,6,BN,S1255,R1255B1S,SBNPLAT7,7,NULL,Dn,S,1,NULL,0,3,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1104,CAG4,6,BN,S1255,R1255B2S,SBNPLAT7,7,NULL,Dn,S,1,Cat 4 - Alternative route -,0,2,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1105,CAG4,6,BN,S1255,R1255B3S,SBNPLAT7,7,NULL,Dn,S,1,Cat 4 - Alternative route -,0,1,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1106,CAG4,6,BN,S1255,R1255C1S,SBNPLAT6,6,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1107,CAG4,6,BN,S1255,R1255C2S,SBNPLAT6,6,NULL,Dn,S,1,Cat 4 - Alternative route,0,1,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1108,CAG4,6,BN,S1255,R1255D1S,SBNPLAT5,5,NULL,Dn,S,1,NULL,0,1,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1109,CAG4,6,BN,S1255,R1255D2S,SBNPLAT5,5,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1110,CAG4,6,BN,S1255,R1255D3S,SBNPLAT5,5,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,3,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1111,CAG4,6,BN,S1255,R1255E1S,SBNPLAT4,4,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1112,CAG4,6,BN,S1255,R1255E2S,SBNPLAT4,4,NULL,Dn,S,1,NULL,0,1,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1113,CAG4,6,BN,S1255,R1255FS,S439,3,NULL,Dn,S,1,For Discussion Brighton Station Platform 3,0,NULL,LOVR255,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1114,CAG4,6,BN,S1255,R1255GS,S1267,NULL,NULL,Dn,S,1,NULL,0,NULL,LOVR255,E,NULL,LOVR267,NULL,NULL,2021-02-16 11:49:33.810,20
1115,CAG4,6,BN,S1257,R1257AS,SBNPLAT8,8,NULL,Dn,S,1,NULL,0,NULL,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1116,CAG4,6,BN,S1257,R1257B1S,SBNPLAT7,7,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,3,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1117,CAG4,6,BN,S1257,R1257B2S,SBNPLAT7,7,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1119,CAG4,6,BN,S1257,R1257C1S,SBNPLAT6,6,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1120,CAG4,6,BN,S1257,R1257C2S,SBNPLAT6,6,NULL,Dn,S,1,Cat 4 - Alternative route -,0,1,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1121,CAG4,6,BN,S1257,R1257D1S,SBNPLAT5,5,NULL,Dn,S,1,NULL,0,1,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1122,CAG4,6,BN,S1257,R1257D2S,SBNPLAT5,5,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to se,0,2,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1123,CAG4,6,BN,S1257,R1257D3S,SBNPLAT5,5,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set,0,3,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1124,CAG4,6,BN,S1257,R1257E1S,SBNPLAT4,4,NULL,Dn,S,1,NULL,0,1,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1125,CAG4,6,BN,S1257,R1257E2S,SBNPLAT4,4,NULL,Dn,S,1,Cat 4 - Alternative route -,0,2,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1126,CAG4,6,BN,S1257,R1257FS,S439,3,NULL,Dn,S,1,NULL,0,NULL,BRGH257,E,NULL,BRGHTN,NULL,CR,2021-02-16 11:49:33.810,20
1127,CAG4,6,BN,S1257,R1257GS,S1267,NULL,NULL,Dn,S,1,NULL,0,NULL,BRGH257,E,NULL,LOVR267,NULL,CR,2021-02-16 11:49:33.810,20
1128,CAG4,6,BN,S1259,R1259ASNP,S1263,NULL,NULL,Dn,SNP,1,Note overlap must release before forward route can be set,0,NULL,BRGHTTY,E,NULL,BRGHRC,NULL,NULL,2021-02-16 11:49:33.810,20
1130,CAG4,6,BN,S1261,R1261AS,SBNPLAT8,8,NULL,Dn,S,1,NULL,0,NULL,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1131,CAG4,6,BN,S1261,R1261B1S,SBNPLAT7,7,NULL,Dn,S,1,NULL,0,3,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1132,CAG4,6,BN,S1261,R1261B2S,SBNPLAT7,7,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set,0,2,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1133,CAG4,6,BN,S1261,R1261B3S,SBNPLAT7,7,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set,0,1,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1134,CAG4,6,BN,S1261,R1261C1S,SBNPLAT6,6,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1),0,2,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1135,CAG4,6,BN,S1261,R1261C2S,SBNPLAT6,6,NULL,Dn,S,1,Cat 4 - Alternative route -,0,1,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1136,CAG4,6,BN,S1261,R1261D1S,SBNPLAT5,5,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1),0,1,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1137,CAG4,6,BN,S1261,R1261D2S,SBNPLAT5,5,NULL,Dn,S,1,Cat 4 - Alternative route -,0,2,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1138,CAG4,6,BN,S1261,R1261D3S,SBNPLAT5,5,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set,0,3,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1139,CAG4,6,BN,S1261,R1261E1S,SBNPLAT4,4,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1),0,2,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1140,CAG4,6,BN,S1261,R1261E2S,SBNPLAT4,4,NULL,Dn,S,1,Cat 4 - Alternative route,0,1,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1141,CAG4,6,BN,S1261,R1261FS,S439,3,NULL,Dn,S,1,NULL,0,NULL,BRGH261,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1142,CAG4,6,BN,S1262,R1262AS,S1255,NULL,NULL,Up,S,1,NULL,0,NULL,LOVR262,E,NULL,LOVR255,NULL,NULL,2021-02-16 11:49:33.810,20
1143,CAG4,6,BN,S1262,R1262BS,S1250,NULL,CR,Up,S,1,NULL,0,NULL,LOVR262,E,NULL,LOVR250,NULL,NULL,2021-02-16 11:49:33.810,20
1145,CAG4,6,BN,S1263,R1263BS,SBNPLAT8,8,NULL,Dn,S,1,Note: Overlap QF cannot be swung. Will have to wait for overlap to drop before setting route. Applies to all 1263 ARS routes below,0,NULL,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1146,CAG4,6,BN,S1263,R1263C1S,SBNPLAT7,7,NULL,Dn,S,1,NULL,0,3,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1147,CAG4,6,BN,S1263,R1263C2S,SBNPLAT7,7,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set,0,2,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1148,CAG4,6,BN,S1263,R1263C3S,SBNPLAT7,7,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set,0,1,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1149,CAG4,6,BN,S1263,R1263D1S,SBNPLAT6,6,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1150,CAG4,6,BN,S1263,R1263D2S,SBNPLAT6,6,NULL,Dn,S,1,unsuitable for ARS to set,0,1,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1151,CAG4,6,BN,S1263,R1263E1S,SBNPLAT5,5,NULL,Dn,S,1,NULL,0,1,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1152,CAG4,6,BN,S1263,R1263E2S,SBNPLAT5,5,NULL,Dn,S,1,Cat 4 - Alternative route - unsuitable for ARS to set,0,2,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1153,CAG4,6,BN,S1263,R1263F1S,SBNPLAT4,4,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,3,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1154,CAG4,6,BN,S1263,R1263F2S,SBNPLAT4,4,NULL,Dn,S,1,NULL,0,1,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1155,CAG4,6,BN,S1263,R1263F3S,SBNPLAT4,4,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1) Points to be called first,0,2,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1156,CAG4,6,BN,S1263,R1263GS,S439,3,NULL,Dn,S,1,Cat 5 - Alternative Route (see note 3 in table 1),0,NULL,BRGHRC,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1159,CAG4,6,BN,S1267,R1267AS,SBNPLAT5,5,NULL,Dn,S,1,NULL,0,NULL,LOVR267,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1160,CAG4,6,BN,S1267,R1267BS,SBNPLAT4,4,NULL,Dn,S,1,NULL,0,NULL,LOVR267,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1161,CAG4,6,BN,S1267,R1267CS,S439,3,NULL,Dn,S,1,NULL,0,NULL,LOVR267,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1174,CAG4,6,BN,S1277,R1277S,SBNPLAT2,2,NULL,Up,S,1,NULL,0,NULL,BRGH277,E,NULL,BRGHTN,NULL,WCR,2021-02-16 11:49:33.810,20
1176,CAG4,6,BN,S1280,R1280AS,SBNPLAT3,3,NULL,Up,S,1,NULL,0,NULL,BRGH280,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1177,CAG4,6,BN,S1280,R1280B1S,SBNPLAT2,2,NULL,Up,S,1,NULL,0,1,BRGH280,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1178,CAG4,6,BN,S1280,R1280B2S,SBNPLAT2,2,NULL,Up,S,1,Cat 4 - Alternative route,0,2,BRGH280,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1179,CAG4,6,BN,S1280,R1280CS,SBNPLAT1,1,NULL,Up,S,1,NULL,0,NULL,BRGH280,E,NULL,BRGHTN,NULL,NULL,2021-02-16 11:49:33.810,20
1181,CAG4,6,BN,S1281,R1281S,S669,NULL,NULL,Dn,S,1,NULL,0,NULL,BRGHWS,E,NULL,NULL,NULL,NULL,2021-02-16 11:49:33.810,20
1182,CAG4,6,HE,S1391,R1391AS,S677,3,NULL,Dn,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE672,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1183,CAG4,6,HE,S1391,R1391BS,S679,2,NULL,Dn,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE672,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1184,CAG4,6,HE,S1391,R1391CS,S681,1,NULL,Dn,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE672,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1186,CAG4,6,HE,S1393,R1393AS,S679,2,NULL,Dn,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE674,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1187,CAG4,6,HE,S1393,R1393BS,S681,1,NULL,Dn,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE674,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1192,CAG4,6,HE,S1400,R1400AS,S678,1,NULL,Up,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE400,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1193,CAG4,6,HE,S1400,R1400BS,S680,2,NULL,Up,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE400,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
1194,CAG4,6,HE,S1400,R1400CS,S682,3,NULL,Up,S,1,"Platform provided with track circuit override, ARS to confirm route set or request permissive route and alert signaller to operate TC release. (Review implementation, plus ergonomics review)",0,NULL,HOVE400,E,NULL,HOVE,NULL,NULL,2021-02-16 11:49:33.810,20
